,Marital status,Sex,Age,Number of people,Year,Quarter
4450,Married/separated,Men,100-109 years,0,2019,3
4451,Married/separated,Men,110 years +,0,2019,3
4452,Married/separated,Women,0-9 years,0,2019,3
4453,Married/separated,Women,10-19 years,13,2019,3
4454,Married/separated,Women,20-29 years,5358,2019,3
4455,Married/separated,Women,30-39 years,19423,2019,3
4456,Married/separated,Women,40-49 years,17746,2019,3
4457,Married/separated,Women,50-59 years,13627,2019,3
4458,Married/separated,Women,60-69 years,10012,2019,3
4459,Married/separated,Women,70-79 years,6023,2019,3
4460,Married/separated,Women,80-89 years,1097,2019,3
4461,Married/separated,Women,90-99 years,75,2019,3
4462,Married/separated,Women,100-109 years,1,2019,3
4463,Married/separated,Women,110 years +,0,2019,3
4464,Widowed,Men,0-9 years,0,2019,3
4465,Widowed,Men,10-19 years,0,2019,3
4466,Widowed,Men,20-29 years,1,2019,3
4467,Widowed,Men,30-39 years,17,2019,3
4468,Widowed,Men,40-49 years,105,2019,3
4469,Widowed,Men,50-59 years,267,2019,3
4470,Widowed,Men,60-69 years,582,2019,3
4471,Widowed,Men,70-79 years,1128,2019,3
4472,Widowed,Men,80-89 years,777,2019,3
4473,Widowed,Men,90-99 years,253,2019,3
4474,Widowed,Men,100-109 years,12,2019,3
4475,Widowed,Men,110 years +,0,2019,3
4476,Widowed,Women,0-9 years,0,2019,3
4477,Widowed,Women,10-19 years,0,2019,3
4478,Widowed,Women,20-29 years,5,2019,3
4479,Widowed,Women,30-39 years,60,2019,3
4480,Widowed,Women,40-49 years,257,2019,3
4481,Widowed,Women,50-59 years,833,2019,3
4482,Widowed,Women,60-69 years,1975,2019,3
4483,Widowed,Women,70-79 years,3668,2019,3
4484,Widowed,Women,80-89 years,3314,2019,3
4485,Widowed,Women,90-99 years,1401,2019,3
4486,Widowed,Women,100-109 years,58,2019,3
4487,Widowed,Women,110 years +,0,2019,3
4488,Divorced,Men,0-9 years,0,2019,3
4489,Divorced,Men,10-19 years,0,2019,3
4490,Divorced,Men,20-29 years,172,2019,3
4491,Divorced,Men,30-39 years,2012,2019,3
4492,Divorced,Men,40-49 years,5299,2019,3
4493,Divorced,Men,50-59 years,7039,2019,3
4494,Divorced,Men,60-69 years,4546,2019,3
4495,Divorced,Men,70-79 years,3233,2019,3
4496,Divorced,Men,80-89 years,687,2019,3
4497,Divorced,Men,90-99 years,46,2019,3
4498,Divorced,Men,100-109 years,0,2019,3
4499,Divorced,Men,110 years +,0,2019,3
4500,Divorced,Women,0-9 years,0,2019,3
4501,Divorced,Women,10-19 years,0,2019,3
4502,Divorced,Women,20-29 years,408,2019,3
4503,Divorced,Women,30-39 years,3018,2019,3
4504,Divorced,Women,40-49 years,6812,2019,3
4505,Divorced,Women,50-59 years,8188,2019,3
4506,Divorced,Women,60-69 years,6082,2019,3
4507,Divorced,Women,70-79 years,5233,2019,3
4508,Divorced,Women,80-89 years,1714,2019,3
4509,Divorced,Women,90-99 years,275,2019,3
4510,Divorced,Women,100-109 years,7,2019,3
4511,Divorced,Women,110 years +,0,2019,3
4512,Never married,Men,0-9 years,35785,2019,4
4513,Never married,Men,10-19 years,25946,2019,4
4514,Never married,Men,20-29 years,69593,2019,4
4515,Never married,Men,30-39 years,40530,2019,4
4516,Never married,Men,40-49 years,18460,2019,4
4517,Never married,Men,50-59 years,11155,2019,4
4518,Never married,Men,60-69 years,5677,2019,4
4519,Never married,Men,70-79 years,2147,2019,4
4520,Never married,Men,80-89 years,395,2019,4
4521,Never married,Men,90-99 years,39,2019,4
4522,Never married,Men,100-109 years,0,2019,4
4523,Never married,Men,110 years +,0,2019,4
4524,Never married,Women,0-9 years,34227,2019,4
4525,Never married,Women,10-19 years,25664,2019,4
4526,Never married,Women,20-29 years,77400,2019,4
4527,Never married,Women,30-39 years,35607,2019,4
4528,Never married,Women,40-49 years,14392,2019,4
4529,Never married,Women,50-59 years,8727,2019,4
4530,Never married,Women,60-69 years,4636,2019,4
4531,Never married,Women,70-79 years,2053,2019,4
4532,Never married,Women,80-89 years,567,2019,4
4533,Never married,Women,90-99 years,165,2019,4
4534,Never married,Women,100-109 years,3,2019,4
4535,Never married,Women,110 years +,0,2019,4
4536,Married/separated,Men,0-9 years,0,2019,4
4537,Married/separated,Men,10-19 years,1,2019,4
4538,Married/separated,Men,20-29 years,3334,2019,4
4539,Married/separated,Men,30-39 years,17490,2019,4
4540,Married/separated,Men,40-49 years,18716,2019,4
4541,Married/separated,Men,50-59 years,15564,2019,4
4542,Married/separated,Men,60-69 years,11206,2019,4
4543,Married/separated,Men,70-79 years,7848,2019,4
4544,Married/separated,Men,80-89 years,1981,2019,4
4545,Married/separated,Men,90-99 years,167,2019,4
4546,Married/separated,Men,100-109 years,0,2019,4
4547,Married/separated,Men,110 years +,0,2019,4
4548,Married/separated,Women,0-9 years,0,2019,4
4549,Married/separated,Women,10-19 years,7,2019,4
4550,Married/separated,Women,20-29 years,5546,2019,4
4551,Married/separated,Women,30-39 years,19647,2019,4
4552,Married/separated,Women,40-49 years,17929,2019,4
4553,Married/separated,Women,50-59 years,13748,2019,4
4554,Married/separated,Women,60-69 years,10020,2019,4
4555,Married/separated,Women,70-79 years,6087,2019,4
4556,Married/separated,Women,80-89 years,1119,2019,4
4557,Married/separated,Women,90-99 years,81,2019,4
4558,Married/separated,Women,100-109 years,1,2019,4
4559,Married/separated,Women,110 years +,0,2019,4
4560,Widowed,Men,0-9 years,0,2019,4
4561,Widowed,Men,10-19 years,0,2019,4
4562,Widowed,Men,20-29 years,0,2019,4
4563,Widowed,Men,30-39 years,21,2019,4
4564,Widowed,Men,40-49 years,102,2019,4
4565,Widowed,Men,50-59 years,260,2019,4
4566,Widowed,Men,60-69 years,587,2019,4
4567,Widowed,Men,70-79 years,1128,2019,4
4568,Widowed,Men,80-89 years,778,2019,4
4569,Widowed,Men,90-99 years,260,2019,4
4570,Widowed,Men,100-109 years,13,2019,4
4571,Widowed,Men,110 years +,0,2019,4
4572,Widowed,Women,0-9 years,0,2019,4
4573,Widowed,Women,10-19 years,0,2019,4
4574,Widowed,Women,20-29 years,5,2019,4
4575,Widowed,Women,30-39 years,62,2019,4
4576,Widowed,Women,40-49 years,254,2019,4
4577,Widowed,Women,50-59 years,831,2019,4
4578,Widowed,Women,60-69 years,1971,2019,4
4579,Widowed,Women,70-79 years,3663,2019,4
4580,Widowed,Women,80-89 years,3289,2019,4
4581,Widowed,Women,90-99 years,1396,2019,4
4582,Widowed,Women,100-109 years,59,2019,4
4583,Widowed,Women,110 years +,0,2019,4
4584,Divorced,Men,0-9 years,0,2019,4
4585,Divorced,Men,10-19 years,0,2019,4
4586,Divorced,Men,20-29 years,167,2019,4
4587,Divorced,Men,30-39 years,1943,2019,4
4588,Divorced,Men,40-49 years,5259,2019,4
4589,Divorced,Men,50-59 years,7002,2019,4
4590,Divorced,Men,60-69 years,4541,2019,4
4591,Divorced,Men,70-79 years,3253,2019,4
4592,Divorced,Men,80-89 years,700,2019,4
4593,Divorced,Men,90-99 years,47,2019,4
4594,Divorced,Men,100-109 years,0,2019,4
4595,Divorced,Men,110 years +,0,2019,4
4596,Divorced,Women,0-9 years,0,2019,4
4597,Divorced,Women,10-19 years,0,2019,4
4598,Divorced,Women,20-29 years,398,2019,4
4599,Divorced,Women,30-39 years,2959,2019,4
4600,Divorced,Women,40-49 years,6793,2019,4
4601,Divorced,Women,50-59 years,8251,2019,4
4602,Divorced,Women,60-69 years,6065,2019,4
4603,Divorced,Women,70-79 years,5277,2019,4
4604,Divorced,Women,80-89 years,1744,2019,4
4605,Divorced,Women,90-99 years,276,2019,4
4606,Divorced,Women,100-109 years,7,2019,4
4607,Divorced,Women,110 years +,0,2019,4
4608,Never married,Men,0-9 years,35707,2020,1
4609,Never married,Men,10-19 years,26110,2020,1
4610,Never married,Men,20-29 years,69343,2020,1
4611,Never married,Men,30-39 years,40565,2020,1
4612,Never married,Men,40-49 years,18503,2020,1
4613,Never married,Men,50-59 years,11172,2020,1
4614,Never married,Men,60-69 years,5712,2020,1
4615,Never married,Men,70-79 years,2172,2020,1
4616,Never married,Men,80-89 years,401,2020,1
4617,Never married,Men,90-99 years,37,2020,1
4618,Never married,Men,100-109 years,0,2020,1
4619,Never married,Men,110 years +,0,2020,1
4620,Never married,Women,0-9 years,34211,2020,1
4621,Never married,Women,10-19 years,25668,2020,1
4622,Never married,Women,20-29 years,76349,2020,1
4623,Never married,Women,30-39 years,35783,2020,1
4624,Never married,Women,40-49 years,14476,2020,1
4625,Never married,Women,50-59 years,8811,2020,1
4626,Never married,Women,60-69 years,4670,2020,1
4627,Never married,Women,70-79 years,2081,2020,1
4628,Never married,Women,80-89 years,575,2020,1
4629,Never married,Women,90-99 years,163,2020,1
4630,Never married,Women,100-109 years,3,2020,1
4631,Never married,Women,110 years +,0,2020,1
4632,Married/separated,Men,0-9 years,0,2020,1
4633,Married/separated,Men,10-19 years,2,2020,1
4634,Married/separated,Men,20-29 years,3262,2020,1
4635,Married/separated,Men,30-39 years,17377,2020,1
4636,Married/separated,Men,40-49 years,18706,2020,1
4637,Married/separated,Men,50-59 years,15642,2020,1
4638,Married/separated,Men,60-69 years,11225,2020,1
4639,Married/separated,Men,70-79 years,7890,2020,1
4640,Married/separated,Men,80-89 years,2003,2020,1
4641,Married/separated,Men,90-99 years,171,2020,1
4642,Married/separated,Men,100-109 years,1,2020,1
4643,Married/separated,Men,110 years +,0,2020,1
4644,Married/separated,Women,0-9 years,0,2020,1
4645,Married/separated,Women,10-19 years,10,2020,1
4646,Married/separated,Women,20-29 years,5433,2020,1
4647,Married/separated,Women,30-39 years,19513,2020,1
4648,Married/separated,Women,40-49 years,18027,2020,1
4649,Married/separated,Women,50-59 years,13798,2020,1
4650,Married/separated,Women,60-69 years,10041,2020,1
4651,Married/separated,Women,70-79 years,6139,2020,1
4652,Married/separated,Women,80-89 years,1131,2020,1
4653,Married/separated,Women,90-99 years,86,2020,1
4654,Married/separated,Women,100-109 years,1,2020,1
4655,Married/separated,Women,110 years +,0,2020,1
4656,Widowed,Men,0-9 years,0,2020,1
4657,Widowed,Men,10-19 years,0,2020,1
4658,Widowed,Men,20-29 years,0,2020,1
4659,Widowed,Men,30-39 years,18,2020,1
4660,Widowed,Men,40-49 years,113,2020,1
4661,Widowed,Men,50-59 years,260,2020,1
4662,Widowed,Men,60-69 years,574,2020,1
4663,Widowed,Men,70-79 years,1135,2020,1
4664,Widowed,Men,80-89 years,781,2020,1
4665,Widowed,Men,90-99 years,257,2020,1
4666,Widowed,Men,100-109 years,12,2020,1
4667,Widowed,Men,110 years +,0,2020,1
4668,Widowed,Women,0-9 years,0,2020,1
4669,Widowed,Women,10-19 years,0,2020,1
4670,Widowed,Women,20-29 years,3,2020,1
4671,Widowed,Women,30-39 years,63,2020,1
4672,Widowed,Women,40-49 years,244,2020,1
4673,Widowed,Women,50-59 years,839,2020,1
4674,Widowed,Women,60-69 years,1958,2020,1
4675,Widowed,Women,70-79 years,3661,2020,1
4676,Widowed,Women,80-89 years,3252,2020,1
4677,Widowed,Women,90-99 years,1397,2020,1
4678,Widowed,Women,100-109 years,63,2020,1
4679,Widowed,Women,110 years +,0,2020,1
4680,Divorced,Men,0-9 years,0,2020,1
4681,Divorced,Men,10-19 years,0,2020,1
4682,Divorced,Men,20-29 years,166,2020,1
4683,Divorced,Men,30-39 years,1890,2020,1
4684,Divorced,Men,40-49 years,5219,2020,1
4685,Divorced,Men,50-59 years,7048,2020,1
4686,Divorced,Men,60-69 years,4565,2020,1
4687,Divorced,Men,70-79 years,3260,2020,1
4688,Divorced,Men,80-89 years,708,2020,1
4689,Divorced,Men,90-99 years,47,2020,1
4690,Divorced,Men,100-109 years,0,2020,1
4691,Divorced,Men,110 years +,0,2020,1
4692,Divorced,Women,0-9 years,0,2020,1
4693,Divorced,Women,10-19 years,0,2020,1
4694,Divorced,Women,20-29 years,405,2020,1
4695,Divorced,Women,30-39 years,2928,2020,1
4696,Divorced,Women,40-49 years,6760,2020,1
4697,Divorced,Women,50-59 years,8333,2020,1
4698,Divorced,Women,60-69 years,6098,2020,1
4699,Divorced,Women,70-79 years,5284,2020,1
4700,Divorced,Women,80-89 years,1754,2020,1
4701,Divorced,Women,90-99 years,270,2020,1
4702,Divorced,Women,100-109 years,5,2020,1
4703,Divorced,Women,110 years +,0,2020,1
4704,Never married,Men,0-9 years,35685,2020,2
4705,Never married,Men,10-19 years,26219,2020,2
4706,Never married,Men,20-29 years,69311,2020,2
4707,Never married,Men,30-39 years,41032,2020,2
4708,Never married,Men,40-49 years,18608,2020,2
4709,Never married,Men,50-59 years,11187,2020,2
4710,Never married,Men,60-69 years,5750,2020,2
4711,Never married,Men,70-79 years,2213,2020,2
4712,Never married,Men,80-89 years,400,2020,2
4713,Never married,Men,90-99 years,36,2020,2
4714,Never married,Men,100-109 years,0,2020,2
4715,Never married,Men,110 years +,0,2020,2
4716,Never married,Women,0-9 years,34164,2020,2
4717,Never married,Women,10-19 years,25744,2020,2
4718,Never married,Women,20-29 years,76312,2020,2
4719,Never married,Women,30-39 years,36400,2020,2
4720,Never married,Women,40-49 years,14546,2020,2
4721,Never married,Women,50-59 years,8882,2020,2
4722,Never married,Women,60-69 years,4722,2020,2
4723,Never married,Women,70-79 years,2115,2020,2
4724,Never married,Women,80-89 years,580,2020,2
4725,Never married,Women,90-99 years,161,2020,2
4726,Never married,Women,100-109 years,5,2020,2
4727,Never married,Women,110 years +,0,2020,2
4728,Married/separated,Men,0-9 years,0,2020,2
4729,Married/separated,Men,10-19 years,2,2020,2
4730,Married/separated,Men,20-29 years,3072,2020,2
4731,Married/separated,Men,30-39 years,17115,2020,2
4732,Married/separated,Men,40-49 years,18704,2020,2
4733,Married/separated,Men,50-59 years,15643,2020,2
4734,Married/separated,Men,60-69 years,11275,2020,2
4735,Married/separated,Men,70-79 years,7929,2020,2
4736,Married/separated,Men,80-89 years,2035,2020,2
4737,Married/separated,Men,90-99 years,172,2020,2
4738,Married/separated,Men,100-109 years,1,2020,2
4739,Married/separated,Men,110 years +,0,2020,2
4740,Married/separated,Women,0-9 years,0,2020,2
4741,Married/separated,Women,10-19 years,11,2020,2
4742,Married/separated,Women,20-29 years,5190,2020,2
4743,Married/separated,Women,30-39 years,19265,2020,2
4744,Married/separated,Women,40-49 years,18049,2020,2
4745,Married/separated,Women,50-59 years,13880,2020,2
4746,Married/separated,Women,60-69 years,10022,2020,2
4747,Married/separated,Women,70-79 years,6249,2020,2
4748,Married/separated,Women,80-89 years,1126,2020,2
4749,Married/separated,Women,90-99 years,85,2020,2
4750,Married/separated,Women,100-109 years,1,2020,2
4751,Married/separated,Women,110 years +,0,2020,2
4752,Widowed,Men,0-9 years,0,2020,2
4753,Widowed,Men,10-19 years,0,2020,2
4754,Widowed,Men,20-29 years,0,2020,2
4755,Widowed,Men,30-39 years,18,2020,2
4756,Widowed,Men,40-49 years,110,2020,2
4757,Widowed,Men,50-59 years,255,2020,2
4758,Widowed,Men,60-69 years,558,2020,2
4759,Widowed,Men,70-79 years,1155,2020,2
4760,Widowed,Men,80-89 years,795,2020,2
4761,Widowed,Men,90-99 years,242,2020,2
4762,Widowed,Men,100-109 years,15,2020,2
4763,Widowed,Men,110 years +,0,2020,2
4764,Widowed,Women,0-9 years,0,2020,2
4765,Widowed,Women,10-19 years,0,2020,2
4766,Widowed,Women,20-29 years,2,2020,2
4767,Widowed,Women,30-39 years,59,2020,2
4768,Widowed,Women,40-49 years,241,2020,2
4769,Widowed,Women,50-59 years,827,2020,2
4770,Widowed,Women,60-69 years,1936,2020,2
4771,Widowed,Women,70-79 years,3634,2020,2
4772,Widowed,Women,80-89 years,3268,2020,2
4773,Widowed,Women,90-99 years,1383,2020,2
4774,Widowed,Women,100-109 years,60,2020,2
4775,Widowed,Women,110 years +,0,2020,2
4776,Divorced,Men,0-9 years,0,2020,2
4777,Divorced,Men,10-19 years,0,2020,2
4778,Divorced,Men,20-29 years,171,2020,2
4779,Divorced,Men,30-39 years,1890,2020,2
4780,Divorced,Men,40-49 years,5201,2020,2
4781,Divorced,Men,50-59 years,7079,2020,2
4782,Divorced,Men,60-69 years,4625,2020,2
4783,Divorced,Men,70-79 years,3273,2020,2
4784,Divorced,Men,80-89 years,734,2020,2
4785,Divorced,Men,90-99 years,47,2020,2
4786,Divorced,Men,100-109 years,0,2020,2
4787,Divorced,Men,110 years +,0,2020,2
4788,Divorced,Women,0-9 years,0,2020,2
4789,Divorced,Women,10-19 years,0,2020,2
4790,Divorced,Women,20-29 years,410,2020,2
4791,Divorced,Women,30-39 years,2914,2020,2
4792,Divorced,Women,40-49 years,6805,2020,2
4793,Divorced,Women,50-59 years,8375,2020,2
4794,Divorced,Women,60-69 years,6074,2020,2
4795,Divorced,Women,70-79 years,5338,2020,2
4796,Divorced,Women,80-89 years,1777,2020,2
4797,Divorced,Women,90-99 years,274,2020,2
4798,Divorced,Women,100-109 years,6,2020,2
4799,Divorced,Women,110 years +,0,2020,2
4800,Never married,Men,0-9 years,35703,2020,3
4801,Never married,Men,10-19 years,26290,2020,3
4802,Never married,Men,20-29 years,68562,2020,3
4803,Never married,Men,30-39 years,41540,2020,3
4804,Never married,Men,40-49 years,18662,2020,3
4805,Never married,Men,50-59 years,11275,2020,3
4806,Never married,Men,60-69 years,5774,2020,3
4807,Never married,Men,70-79 years,2273,2020,3
4808,Never married,Men,80-89 years,408,2020,3
4809,Never married,Men,90-99 years,29,2020,3
4810,Never married,Men,100-109 years,0,2020,3
4811,Never married,Men,110 years +,0,2020,3
4812,Never married,Women,0-9 years,33982,2020,3
4813,Never married,Women,10-19 years,25777,2020,3
4814,Never married,Women,20-29 years,75795,2020,3
4815,Never married,Women,30-39 years,36843,2020,3
4816,Never married,Women,40-49 years,14678,2020,3
4817,Never married,Women,50-59 years,8909,2020,3
4818,Never married,Women,60-69 years,4796,2020,3
4819,Never married,Women,70-79 years,2163,2020,3
4820,Never married,Women,80-89 years,591,2020,3
4821,Never married,Women,90-99 years,163,2020,3
4822,Never married,Women,100-109 years,5,2020,3
4823,Never married,Women,110 years +,0,2020,3
4824,Married/separated,Men,0-9 years,0,2020,3
4825,Married/separated,Men,10-19 years,3,2020,3
4826,Married/separated,Men,20-29 years,2949,2020,3
4827,Married/separated,Men,30-39 years,16799,2020,3
4828,Married/separated,Men,40-49 years,18670,2020,3
4829,Married/separated,Men,50-59 years,15679,2020,3
4830,Married/separated,Men,60-69 years,11273,2020,3
4831,Married/separated,Men,70-79 years,8014,2020,3
4832,Married/separated,Men,80-89 years,2066,2020,3
4833,Married/separated,Men,90-99 years,174,2020,3
4834,Married/separated,Men,100-109 years,1,2020,3
4835,Married/separated,Men,110 years +,0,2020,3
4836,Married/separated,Women,0-9 years,0,2020,3
4837,Married/separated,Women,10-19 years,6,2020,3
4838,Married/separated,Women,20-29 years,4980,2020,3
4839,Married/separated,Women,30-39 years,19032,2020,3
4840,Married/separated,Women,40-49 years,18113,2020,3
4841,Married/separated,Women,50-59 years,13923,2020,3
4842,Married/separated,Women,60-69 years,10035,2020,3
4843,Married/separated,Women,70-79 years,6311,2020,3
4844,Married/separated,Women,80-89 years,1177,2020,3
4845,Married/separated,Women,90-99 years,85,2020,3
4846,Married/separated,Women,100-109 years,1,2020,3
4847,Married/separated,Women,110 years +,0,2020,3
4848,Widowed,Men,0-9 years,0,2020,3
4849,Widowed,Men,10-19 years,0,2020,3
4850,Widowed,Men,20-29 years,0,2020,3
4851,Widowed,Men,30-39 years,20,2020,3
4852,Widowed,Men,40-49 years,107,2020,3
4853,Widowed,Men,50-59 years,251,2020,3
4854,Widowed,Men,60-69 years,556,2020,3
4855,Widowed,Men,70-79 years,1144,2020,3
4856,Widowed,Men,80-89 years,812,2020,3
4857,Widowed,Men,90-99 years,237,2020,3
4858,Widowed,Men,100-109 years,14,2020,3
4859,Widowed,Men,110 years +,0,2020,3
4860,Widowed,Women,0-9 years,0,2020,3
4861,Widowed,Women,10-19 years,0,2020,3
4862,Widowed,Women,20-29 years,3,2020,3
4863,Widowed,Women,30-39 years,60,2020,3
4864,Widowed,Women,40-49 years,236,2020,3
4865,Widowed,Women,50-59 years,820,2020,3
4866,Widowed,Women,60-69 years,1925,2020,3
4867,Widowed,Women,70-79 years,3607,2020,3
4868,Widowed,Women,80-89 years,3296,2020,3
4869,Widowed,Women,90-99 years,1347,2020,3
4870,Widowed,Women,100-109 years,67,2020,3
4871,Widowed,Women,110 years +,0,2020,3
4872,Divorced,Men,0-9 years,0,2020,3
4873,Divorced,Men,10-19 years,0,2020,3
