citizenship	age	sex	district	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Non-western countries	55-59 years	Men	Polling area - 6. Øst	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 6. Syd	2	2	2	2	4
Non-western countries	55-59 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 7. Nord	0	0	1	1	1
Non-western countries	55-59 years	Men	Polling area - 7. Syd	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 7. Øst	0	1	1	1	0
Non-western countries	55-59 years	Men	Polling area - 7. Vest	0	0	0	1	1
Non-western countries	55-59 years	Men	Polling area - 7. Nordvest	0	0	1	2	2
Non-western countries	55-59 years	Men	Polling area - 7. Katrinedal	1	0	0	0	1
Non-western countries	55-59 years	Men	Polling area - 7. Kirkebjerg	2	1	0	0	0
Non-western countries	55-59 years	Men	Polling area - 7. Vanløse	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 8. Valby	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 8. Nord	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 8. Syd	0	0	0	0	2
Non-western countries	55-59 years	Men	Polling area - 8. Vest	0	0	1	1	1
Non-western countries	55-59 years	Men	Polling area - 8. Sydøst	2	2	1	1	1
Non-western countries	55-59 years	Men	Polling area - 8. Midt	1	1	1	1	0
Non-western countries	55-59 years	Men	Polling area - 9. Vesterbro	1	6	9	9	13
Non-western countries	55-59 years	Men	Polling area - 9. Nord	4	6	10	10	12
Non-western countries	55-59 years	Men	Polling area - 9. Syd	2	2	4	5	6
Non-western countries	55-59 years	Men	Polling area - 9. Øst	15	13	10	8	11
Non-western countries	55-59 years	Men	Polling area - 9. Vest	2	2	2	1	1
Non-western countries	55-59 years	Men	Polling area - 9. Midt	2	2	3	4	1
Non-western countries	55-59 years	Men	Polling area - 9. Sydhavn	1	1	1	1	0
Non-western countries	55-59 years	Women	Copenhagen total	64	65	75	97	105
Non-western countries	55-59 years	Women	District - Indre By	5	5	5	4	3
Non-western countries	55-59 years	Women	District - Østerbro	9	10	13	15	13
Non-western countries	55-59 years	Women	District - Nørrebro	14	19	21	30	29
Non-western countries	55-59 years	Women	District - Vesterbro/Kongens Enghave	7	9	14	18	21
Non-western countries	55-59 years	Women	District - Valby	8	8	10	8	7
Non-western countries	55-59 years	Women	District - Vanløse	4	1	2	4	2
Non-western countries	55-59 years	Women	District - Brønshøj-Husum	3	1	2	4	6
Non-western countries	55-59 years	Women	District - Bispebjerg	6	4	3	4	7
Non-western countries	55-59 years	Women	District - Amager Øst	4	2	2	4	9
Non-western countries	55-59 years	Women	District - Amager Vest	4	6	3	6	8
Non-western countries	55-59 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	55-59 years	Women	Polling area - 1. Østerbro	3	1	0	0	0
Non-western countries	55-59 years	Women	Polling area - 1. Øst	1	0	1	2	2
Non-western countries	55-59 years	Women	Polling area - 1. Nord	0	1	1	1	2
Non-western countries	55-59 years	Women	Polling area - 1. Syd	2	2	3	2	1
Non-western countries	55-59 years	Women	Polling area - 1. Vest	1	4	5	4	3
Non-western countries	55-59 years	Women	Polling area - 1. Nordvest	2	2	3	6	5
Non-western countries	55-59 years	Women	Polling area - 2. Sundbyvester	0	0	0	1	2
Non-western countries	55-59 years	Women	Polling area - 2. Nord	3	3	2	4	4
Non-western countries	55-59 years	Women	Polling area - 2. Syd	1	1	0	0	1
Non-western countries	55-59 years	Women	Polling area - 2. Øst	0	0	0	0	0
Non-western countries	55-59 years	Women	Polling area - 2. Vest	0	2	1	1	1
Non-western countries	55-59 years	Women	Polling area - 3. Indre By	3	3	2	1	1
Non-western countries	55-59 years	Women	Polling area - 3. Nord	1	2	1	1	0
Non-western countries	55-59 years	Women	Polling area - 3. Syd	0	0	1	1	1
Non-western countries	55-59 years	Women	Polling area - 3. Øst	1	0	1	1	1
Non-western countries	55-59 years	Women	Polling area - 4. Sundbyøster	1	0	0	1	1
Non-western countries	55-59 years	Women	Polling area - 4. Nord	1	1	0	2	6
Non-western countries	55-59 years	Women	Polling area - 4. Syd	1	1	2	0	1
Non-western countries	55-59 years	Women	Polling area - 4. Øst	1	0	0	1	1
Non-western countries	55-59 years	Women	Polling area - 5. Nørrebro	1	3	4	7	7
Non-western countries	55-59 years	Women	Polling area - 5. Nord	2	2	4	6	6
Non-western countries	55-59 years	Women	Polling area - 5. Nørrebrohallen	3	0	1	2	3
Non-western countries	55-59 years	Women	Polling area - 5. Syd	1	2	3	2	2
Non-western countries	55-59 years	Women	Polling area - 5. Øst	2	3	2	3	3
Non-western countries	55-59 years	Women	Polling area - 5. Vest	2	4	3	6	5
Non-western countries	55-59 years	Women	Polling area - 5. Nordvest	3	5	4	4	3
Non-western countries	55-59 years	Women	Polling area - 6. Bispebjerg	1	1	1	1	2
Non-western countries	55-59 years	Women	Polling area - 6. Vest	1	1	0	0	1
Non-western countries	55-59 years	Women	Polling area - 6. Nord	1	1	1	1	0
Non-western countries	55-59 years	Women	Polling area - 6. Øst	0	0	0	0	1
Non-western countries	55-59 years	Women	Polling area - 6. Syd	3	1	1	2	3
Non-western countries	55-59 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	55-59 years	Women	Polling area - 7. Nord	0	0	1	2	4
Non-western countries	55-59 years	Women	Polling area - 7. Syd	0	0	0	0	0
Non-western countries	55-59 years	Women	Polling area - 7. Øst	2	1	1	0	0
Non-western countries	55-59 years	Women	Polling area - 7. Vest	0	0	0	1	1
Non-western countries	55-59 years	Women	Polling area - 7. Nordvest	1	0	0	1	1
Non-western countries	55-59 years	Women	Polling area - 7. Katrinedal	2	1	1	1	0
Non-western countries	55-59 years	Women	Polling area - 7. Kirkebjerg	2	0	0	1	1
Non-western countries	55-59 years	Women	Polling area - 7. Vanløse	0	0	1	2	1
Non-western countries	55-59 years	Women	Polling area - 8. Valby	1	1	1	1	0
Non-western countries	55-59 years	Women	Polling area - 8. Nord	1	1	1	1	1
Non-western countries	55-59 years	Women	Polling area - 8. Syd	1	2	1	1	1
Non-western countries	55-59 years	Women	Polling area - 8. Vest	4	2	3	3	3
Non-western countries	55-59 years	Women	Polling area - 8. Sydøst	1	2	2	2	2
Non-western countries	55-59 years	Women	Polling area - 8. Midt	0	0	2	0	0
Non-western countries	55-59 years	Women	Polling area - 9. Vesterbro	0	0	2	4	6
Non-western countries	55-59 years	Women	Polling area - 9. Nord	6	5	4	6	5
Non-western countries	55-59 years	Women	Polling area - 9. Syd	0	2	4	2	2
Non-western countries	55-59 years	Women	Polling area - 9. Øst	0	0	2	3	2
Non-western countries	55-59 years	Women	Polling area - 9. Vest	0	2	2	2	3
Non-western countries	55-59 years	Women	Polling area - 9. Midt	1	0	0	0	2
Non-western countries	55-59 years	Women	Polling area - 9. Sydhavn	0	0	0	1	1
Non-western countries	60-64 years	Men	Copenhagen total	46	43	46	58	62
Non-western countries	60-64 years	Men	District - Indre By	3	6	4	8	5
Non-western countries	60-64 years	Men	District - Østerbro	7	2	4	4	4
Non-western countries	60-64 years	Men	District - Nørrebro	11	13	18	18	15
Non-western countries	60-64 years	Men	District - Vesterbro/Kongens Enghave	6	8	10	16	19
Non-western countries	60-64 years	Men	District - Valby	7	2	1	2	3
Non-western countries	60-64 years	Men	District - Vanløse	0	0	0	0	0
Non-western countries	60-64 years	Men	District - Brønshøj-Husum	0	0	0	0	1
Non-western countries	60-64 years	Men	District - Bispebjerg	4	3	2	2	3
Non-western countries	60-64 years	Men	District - Amager Øst	2	2	1	2	4
Non-western countries	60-64 years	Men	District - Amager Vest	6	7	6	6	8
Non-western countries	60-64 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 1. Østerbro	2	2	2	1	1
Non-western countries	60-64 years	Men	Polling area - 1. Øst	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 1. Nord	1	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 1. Syd	4	0	1	1	0
Non-western countries	60-64 years	Men	Polling area - 1. Vest	0	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 1. Nordvest	0	0	1	2	1
Non-western countries	60-64 years	Men	Polling area - 2. Sundbyvester	1	0	0	0	3
Non-western countries	60-64 years	Men	Polling area - 2. Nord	2	2	2	2	2
Non-western countries	60-64 years	Men	Polling area - 2. Syd	3	3	2	3	2
Non-western countries	60-64 years	Men	Polling area - 2. Øst	0	1	1	1	1
Non-western countries	60-64 years	Men	Polling area - 2. Vest	0	1	1	0	0
Non-western countries	60-64 years	Men	Polling area - 3. Indre By	2	2	1	3	2
Non-western countries	60-64 years	Men	Polling area - 3. Nord	0	1	1	1	1
Non-western countries	60-64 years	Men	Polling area - 3. Syd	0	0	0	2	2
Non-western countries	60-64 years	Men	Polling area - 3. Øst	1	3	2	2	0
Non-western countries	60-64 years	Men	Polling area - 4. Sundbyøster	1	1	0	0	0
Non-western countries	60-64 years	Men	Polling area - 4. Nord	1	1	1	2	3
Non-western countries	60-64 years	Men	Polling area - 4. Syd	0	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 4. Øst	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 5. Nørrebro	2	3	2	2	4
Non-western countries	60-64 years	Men	Polling area - 5. Nord	0	1	2	3	3
Non-western countries	60-64 years	Men	Polling area - 5. Nørrebrohallen	0	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 5. Syd	2	3	5	5	3
Non-western countries	60-64 years	Men	Polling area - 5. Øst	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 5. Vest	4	3	3	4	0
Non-western countries	60-64 years	Men	Polling area - 5. Nordvest	3	3	6	4	4
Non-western countries	60-64 years	Men	Polling area - 6. Bispebjerg	1	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 6. Vest	1	1	0	0	1
Non-western countries	60-64 years	Men	Polling area - 6. Nord	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 6. Øst	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 6. Syd	2	2	2	2	1
Non-western countries	60-64 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Nord	0	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 7. Syd	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Øst	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Vest	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Nordvest	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 7. Vanløse	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 8. Valby	2	1	1	1	1
Non-western countries	60-64 years	Men	Polling area - 8. Nord	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 8. Syd	0	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 8. Vest	3	0	0	0	0
Non-western countries	60-64 years	Men	Polling area - 8. Sydøst	2	1	0	1	1
Non-western countries	60-64 years	Men	Polling area - 8. Midt	0	0	0	0	1
Non-western countries	60-64 years	Men	Polling area - 9. Vesterbro	1	0	2	3	4
Non-western countries	60-64 years	Men	Polling area - 9. Nord	2	1	1	3	3
Non-western countries	60-64 years	Men	Polling area - 9. Syd	0	1	2	2	1
Non-western countries	60-64 years	Men	Polling area - 9. Øst	3	6	4	8	7
Non-western countries	60-64 years	Men	Polling area - 9. Vest	0	0	1	0	1
Non-western countries	60-64 years	Men	Polling area - 9. Midt	0	0	0	0	2
Non-western countries	60-64 years	Men	Polling area - 9. Sydhavn	0	0	0	0	1
Non-western countries	60-64 years	Women	Copenhagen total	33	30	33	44	44
Non-western countries	60-64 years	Women	District - Indre By	4	4	4	2	1
Non-western countries	60-64 years	Women	District - Østerbro	7	5	5	6	7
Non-western countries	60-64 years	Women	District - Nørrebro	8	6	6	14	15
Non-western countries	60-64 years	Women	District - Vesterbro/Kongens Enghave	6	6	5	8	6
Non-western countries	60-64 years	Women	District - Valby	4	0	0	1	2
Non-western countries	60-64 years	Women	District - Vanløse	1	2	2	2	2
Non-western countries	60-64 years	Women	District - Brønshøj-Husum	0	0	0	0	0
Non-western countries	60-64 years	Women	District - Bispebjerg	0	3	4	5	6
Non-western countries	60-64 years	Women	District - Amager Øst	2	2	2	3	3
Non-western countries	60-64 years	Women	District - Amager Vest	1	2	5	3	2
Non-western countries	60-64 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 1. Østerbro	1	1	1	1	1
Non-western countries	60-64 years	Women	Polling area - 1. Øst	1	2	1	1	0
Non-western countries	60-64 years	Women	Polling area - 1. Nord	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 1. Syd	4	1	2	2	2
Non-western countries	60-64 years	Women	Polling area - 1. Vest	0	0	0	1	1
Non-western countries	60-64 years	Women	Polling area - 1. Nordvest	1	1	1	1	3
Non-western countries	60-64 years	Women	Polling area - 2. Sundbyvester	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 2. Nord	1	1	0	0	0
Non-western countries	60-64 years	Women	Polling area - 2. Syd	0	0	3	1	1
Non-western countries	60-64 years	Women	Polling area - 2. Øst	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 2. Vest	0	1	2	2	1
Non-western countries	60-64 years	Women	Polling area - 3. Indre By	1	1	1	1	0
Non-western countries	60-64 years	Women	Polling area - 3. Nord	0	0	1	1	1
Non-western countries	60-64 years	Women	Polling area - 3. Syd	0	0	1	0	0
Non-western countries	60-64 years	Women	Polling area - 3. Øst	3	3	1	0	0
Non-western countries	60-64 years	Women	Polling area - 4. Sundbyøster	0	1	1	1	1
Non-western countries	60-64 years	Women	Polling area - 4. Nord	0	0	1	1	1
Non-western countries	60-64 years	Women	Polling area - 4. Syd	2	1	0	1	1
Non-western countries	60-64 years	Women	Polling area - 4. Øst	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 5. Nørrebro	0	0	0	1	2
Non-western countries	60-64 years	Women	Polling area - 5. Nord	1	1	1	3	2
Non-western countries	60-64 years	Women	Polling area - 5. Nørrebrohallen	0	0	1	1	1
Non-western countries	60-64 years	Women	Polling area - 5. Syd	0	0	0	3	3
Non-western countries	60-64 years	Women	Polling area - 5. Øst	2	2	1	0	0
Non-western countries	60-64 years	Women	Polling area - 5. Vest	2	2	2	4	3
Non-western countries	60-64 years	Women	Polling area - 5. Nordvest	3	1	1	2	4
Non-western countries	60-64 years	Women	Polling area - 6. Bispebjerg	0	0	1	2	3
Non-western countries	60-64 years	Women	Polling area - 6. Vest	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 6. Nord	0	0	0	0	1
Non-western countries	60-64 years	Women	Polling area - 6. Øst	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 6. Syd	0	3	3	3	2
Non-western countries	60-64 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 7. Nord	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 7. Syd	1	1	1	1	0
Non-western countries	60-64 years	Women	Polling area - 7. Øst	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 7. Vest	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 7. Nordvest	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 7. Katrinedal	0	0	0	0	1
Non-western countries	60-64 years	Women	Polling area - 7. Kirkebjerg	0	1	1	1	1
Non-western countries	60-64 years	Women	Polling area - 7. Vanløse	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 8. Valby	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 8. Nord	2	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 8. Syd	0	0	0	0	1
Non-western countries	60-64 years	Women	Polling area - 8. Vest	1	0	0	1	1
Non-western countries	60-64 years	Women	Polling area - 8. Sydøst	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 8. Midt	1	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 9. Vesterbro	0	0	0	2	2
Non-western countries	60-64 years	Women	Polling area - 9. Nord	3	4	1	1	2
Non-western countries	60-64 years	Women	Polling area - 9. Syd	2	2	2	4	2
Non-western countries	60-64 years	Women	Polling area - 9. Øst	1	0	1	0	0
Non-western countries	60-64 years	Women	Polling area - 9. Vest	0	0	1	1	0
Non-western countries	60-64 years	Women	Polling area - 9. Midt	0	0	0	0	0
Non-western countries	60-64 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0
Non-western countries	65-69 years	Men	Copenhagen total	38	27	21	18	27
Non-western countries	65-69 years	Men	District - Indre By	7	5	4	2	3
Non-western countries	65-69 years	Men	District - Østerbro	8	4	1	3	3
Non-western countries	65-69 years	Men	District - Nørrebro	4	3	3	5	10
Non-western countries	65-69 years	Men	District - Vesterbro/Kongens Enghave	5	3	0	0	3
Non-western countries	65-69 years	Men	District - Valby	6	6	6	4	2
Non-western countries	65-69 years	Men	District - Vanløse	2	0	0	0	0
Non-western countries	65-69 years	Men	District - Brønshøj-Husum	1	1	1	0	1
Non-western countries	65-69 years	Men	District - Bispebjerg	0	1	1	1	2
Non-western countries	65-69 years	Men	District - Amager Øst	1	0	0	0	0
Non-western countries	65-69 years	Men	District - Amager Vest	4	4	5	3	3
Non-western countries	65-69 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	65-69 years	Men	Polling area - 1. Østerbro	1	1	1	2	1
Non-western countries	65-69 years	Men	Polling area - 1. Øst	0	0	0	0	0
Non-western countries	65-69 years	Men	Polling area - 1. Nord	0	0	0	0	0
Non-western countries	65-69 years	Men	Polling area - 1. Syd	6	2	0	1	1
Non-western countries	65-69 years	Men	Polling area - 1. Vest	1	1	0	0	0
Non-western countries	65-69 years	Men	Polling area - 1. Nordvest	0	0	0	0	1
Non-western countries	65-69 years	Men	Polling area - 2. Sundbyvester	1	2	3	2	1
Non-western countries	65-69 years	Men	Polling area - 2. Nord	2	1	1	0	1
Non-western countries	65-69 years	Men	Polling area - 2. Syd	1	1	1	1	1
Non-western countries	65-69 years	Men	Polling area - 2. Øst	0	0	0	0	0
Non-western countries	65-69 years	Men	Polling area - 2. Vest	0	0	0	0	0
Non-western countries	65-69 years	Men	Polling area - 3. Indre By	2	2	2	1	1
Non-western countries	65-69 years	Men	Polling area - 3. Nord	2	1	1	1	1
